market,shock,safeguard,participation,similarity,realised_volatility,maximum_drawdown,mean_pairwise_correlation,normalised_liquidity_deterioration,recovery_time,peak_herding,peak_asset_herding
amm,volatility,none,0.75,0.0,0.01728975018241069,0.07035777699290266,0.028956123604321336,-9.549375174242015e-05,3.5,0.33610503254989216,0.7173333333333334
amm,volatility,none,0.75,0.5,0.02100622257519667,0.07229329401682098,-0.04943955735928339,-9.038813224353012e-05,2.3,0.34717500274575946,1.0
amm,volatility,none,0.75,0.9,0.027528717274952368,0.07489951746521725,-0.11508068463014065,-0.0001341664017738999,1.8,0.35473523736369567,1.0
amm,volatility,position_limit,0.0,0.0,0.01692047340932139,0.07093185223755957,0.11251909408442622,-0.0004561233274226,3.9,0.0,0.0
amm,volatility,position_limit,0.0,0.5,0.01692047340932139,0.07093185223755957,0.11251909408442622,-0.0004561233274226,3.9,0.0,0.0
amm,volatility,position_limit,0.0,0.9,0.01692047340932139,0.07093185223755957,0.11251909408442622,-0.0004561233274226,3.9,0.0,0.0
amm,volatility,position_limit,0.25,0.0,0.01535800444100141,0.06460790789523016,0.08429037608893505,-0.0008417201904571599,5.4,0.46265152534359555,0.6746666666666666
amm,volatility,position_limit,0.25,0.5,0.01585141389271052,0.06515757818779708,0.06799616981375896,-0.0008420329368560998,2.4,0.44729827647442927,1.0
amm,volatility,position_limit,0.25,0.9,0.016950940755501652,0.065968629978837,0.027215890197664072,-0.0008545268642673901,2.4,0.5377121113285497,1.0
amm,volatility,position_limit,0.5,0.0,0.0182855896497287,0.06660037452719218,0.06565395958409007,-0.0005143983602518698,1.7,0.3895029203519992,0.7146666666666667
amm,volatility,position_limit,0.5,0.5,0.019876437403707682,0.06781912665945848,0.02439594092318901,-0.0005322402329162699,3.8,0.3821517491564811,1.0
amm,volatility,position_limit,0.5,0.9,0.02320526331604708,0.06924056520033775,-0.040172835603237936,-0.0005412808105295598,2.6,0.45062666844184723,1.0
amm,volatility,position_limit,0.75,0.0,0.01730845006389553,0.06968832084360128,0.02905726214485243,-0.00012035805183246004,3.4,0.35721760318974444,0.7155555555555556
amm,volatility,position_limit,0.75,0.5,0.021059709070151582,0.07174485735134845,-0.05052135708970347,-9.15963980355601e-05,2.4,0.35644553871105933,1.0
amm,volatility,position_limit,0.75,0.9,0.027593519609332838,0.07428528832275312,-0.11603071039435972,-0.00016193794609072003,1.5,0.39306214027382314,1.0
traditional,fundamental,all,0.0,0.0,0.02958049450951531,0.1016276013599775,0.080316012923023,0.00309170411504776,3.1,0.0,0.0
traditional,fundamental,all,0.0,0.5,0.02958049450951531,0.1016276013599775,0.080316012923023,0.00309170411504776,3.1,0.0,0.0
traditional,fundamental,all,0.0,0.9,0.02958049450951531,0.1016276013599775,0.080316012923023,0.00309170411504776,3.1,0.0,0.0
traditional,fundamental,all,0.25,0.0,0.02972886479750747,0.11180255821189708,0.058555630804490874,0.0034088430185545498,3.9,0.5493294475722117,0.9204382792618088
traditional,fundamental,all,0.25,0.5,0.029761850048158178,0.11188838551120624,0.058232222480474403,0.00326965219570391,3.9,0.6010339913784186,1.0
traditional,fundamental,all,0.25,0.9,0.02984186184481996,0.11202485271099852,0.05690849348949199,0.0029006882682798903,2.9,0.582224663236433,1.0
traditional,fundamental,all,0.5,0.0,0.02973145992316642,0.10737105687873585,0.07434550721237196,0.004749096496362749,1.9,0.4442510545966341,0.8636113724731972
traditional,fundamental,all,0.5,0.5,0.029934015737358523,0.10750088161943061,0.07084594513161606,0.00385715737349131,2.3,0.4418007463579343,1.0
traditional,fundamental,all,0.5,0.9,0.030322369942343462,0.10780617851511672,0.0635092881797611,0.00320271561978423,2.4,0.4881087556303164,1.0
traditional,fundamental,all,0.75,0.0,0.02845133110511152,0.11411012826911948,0.06442040729338565,0.0041584702343119995,1.6,0.41841577464620017,0.8650239580543218
traditional,fundamental,all,0.75,0.5,0.02892992945376079,0.1146839694737791,0.053946402007990155,0.00314064724844,1.5,0.42777347034312746,1.0
traditional,fundamental,all,0.75,0.9,0.02986506364533297,0.11557682453961564,0.03589280380464998,0.00225420240903673,2.9,0.4639443819328141,1.0
traditional,fundamental,circuit_breaker,0.0,0.0,0.02958049450951531,0.1016276013599775,0.080316012923023,0.00309170411504776,3.1,0.0,0.0
traditional,fundamental,circuit_breaker,0.0,0.5,0.02958049450951531,0.1016276013599775,0.080316012923023,0.00309170411504776,3.1,0.0,0.0
traditional,fundamental,circuit_breaker,0.0,0.9,0.02958049450951531,0.1016276013599775,0.080316012923023,0.00309170411504776,3.1,0.0,0.0
traditional,fundamental,circuit_breaker,0.25,0.0,0.02824108984252225,0.11642781018418058,0.07749191557274158,0.00304797620259068,4.0,0.45810138967327607,0.7973333333333332
traditional,fundamental,circuit_breaker,0.25,0.5,0.028381346879642,0.11654620660275192,0.07462659147293489,0.00253290856503311,3.9,0.48389132482997044,1.0
traditional,fundamental,circuit_breaker,0.25,0.9,0.02872994465895539,0.11689087035725247,0.06739068943216833,0.0019138856965476483,3.0,0.4902391380296153,1.0
traditional,fundamental,circuit_breaker,0.5,0.0,0.02864212345545818,0.11902536905725983,0.06279051968424806,0.006261616669063309,1.4,0.37729903059975933,0.7866666666666666
