Outcome,Term,Coefficient,StdError,NormalApproxP,CI95Low,CI95High,StandardisedEffect
mean_pairwise_correlation,shock_volatility,0.06294227689381769,0.0033130023878539284,0.0,0.05644879221362399,0.06943576157401139,0.26349025024026634
mean_pairwise_correlation,safeguard_circuit_breaker,-0.00963203638007598,0.004685292909077483,0.03980156716880634,-0.018815210481867847,-0.0004488622782841123,-0.03187720414204559
mean_pairwise_correlation,safeguard_execution_delay,-0.010633805966822351,0.0046852929090774815,0.023231018801666448,-0.019816980068614216,-0.0014506318650304873,-0.035192558482490345
mean_pairwise_correlation,safeguard_liquidity_buffer,-0.01844141735020397,0.0046852929090774815,8.28432799946377e-05,-0.027624591451995834,-0.009258243248412108,-0.061031831935052995
mean_pairwise_correlation,safeguard_none,-0.005280552218568168,0.004685292909077482,0.2597219871715706,-0.014463726320360033,0.0039026218832236975,-0.017475976461449102
mean_pairwise_correlation,safeguard_position_limit,-0.02345063210087453,0.0046852929090774815,5.581617894545587e-07,-0.03263380620266639,-0.014267457999082666,-0.07760981761716396
normalised_liquidity_deterioration,Intercept,0.03590454155360598,0.009841767698004494,0.0002641044318303365,0.01661467686551717,0.05519440624169479,0.11754758778586209
normalised_liquidity_deterioration,participation,8.72773327579568e-05,0.016171387390308305,0.9956938204142549,-0.03160864195224632,0.03178319661776224,7.987503980136448e-05
normalised_liquidity_deterioration,similarity,-1.4810185756768124e-05,0.010817234091720633,0.998907593681901,-0.02121658900552921,0.021186968634015674,-1.7853927759407124e-05
normalised_liquidity_deterioration,participation_x_similarity,-0.0012119949850188452,0.023128219339285418,0.9582073457968743,-0.04654330489001826,0.04411931491998057,-0.000857272357357727
normalised_liquidity_deterioration,amm,-0.1743122115644339,0.007965350383365252,0.0,-0.1899242983158298,-0.15870012481303802,-0.28537269996453274
normalised_liquidity_deterioration,participation_x_amm,-0.0005102659702753386,0.017030635485806418,0.9760976368642176,-0.03389031152245592,0.032869779581905234,-0.00045516413149581384
normalised_liquidity_deterioration,shock_liquidity,0.5160227129543314,0.0058300395151400786,0.0,0.5045958355046569,0.527449590404006,0.7964842048669593
normalised_liquidity_deterioration,shock_volatility,-0.003649315629208706,0.005830039515140071,0.5313474679914743,-0.015076193078883245,0.007777561820465833,-0.005632740932269976
normalised_liquidity_deterioration,safeguard_circuit_breaker,0.08679894738627557,0.008244920951482167,0.0,0.07063890232137052,0.10295899245118062,0.10591630393384491
normalised_liquidity_deterioration,safeguard_execution_delay,0.08635653454573204,0.008244920951482163,0.0,0.070196489480827,0.10251657961063708,0.10537645023406773
normalised_liquidity_deterioration,safeguard_liquidity_buffer,1.9247005693289604e-05,0.008244920951482163,0.9981374139513342,-0.01614079805921175,0.01617929207059833,2.348613394762479e-05
normalised_liquidity_deterioration,safeguard_none,0.08683752579449769,0.008244920951482165,0.0,0.07067748072959265,0.10299757085940273,0.1059633791868702
normalised_liquidity_deterioration,safeguard_position_limit,0.08678715359194078,0.008244920951482163,0.0,0.07062710852703574,0.10294719865684582,0.10590191257147344
recovery_time,Intercept,2.3842380085002812,0.25890918534713947,0.0,1.8767760052198879,2.8917000117806744,0.5644989107773395
recovery_time,participation,-0.018998178506385743,0.4254236498598379,0.9643806437293396,-0.852828532231668,0.8148321752188965,-0.001257392170528093
recovery_time,similarity,-0.4430100182149309,0.2845709584229016,0.11952636481682233,-1.0007690967238179,0.11474906029395615,-0.038622108600776694
recovery_time,participation_x_similarity,0.7407103825136507,0.6084383020825096,0.22345356714987696,-0.4518286895680681,1.9332494545953696,0.037889213932491714
recovery_time,amm,2.3848148148148205,0.20954593138585992,0.0,1.974104789298535,2.795524840331106,0.28235041987117326
recovery_time,participation_x_amm,-4.642222222222218,0.4480280468790446,0.0,-5.520357194105145,-3.7640872503392906,-0.2994653069625148
recovery_time,shock_liquidity,0.6319444444444506,0.15337191729414668,3.783137227486577e-05,0.33133548654792316,0.932553402340978,0.07054015603013554
recovery_time,shock_volatility,0.19791666666666774,0.15337191729414648,0.19689926701463722,-0.10269229122985934,0.4985256245631948,0.02209224666877862
recovery_time,safeguard_circuit_breaker,0.48888888888888904,0.216900645524547,0.02419766640235288,0.06376362366077692,0.9140141541170012,0.043142736793806764
recovery_time,safeguard_execution_delay,0.11666666666666663,0.21690064552454694,0.5906594274863166,-0.30845859856144536,0.5417919318947786,0.01029542582579479
recovery_time,safeguard_liquidity_buffer,0.3416666666666659,0.21690064552454694,0.11520521289574193,-0.0834585985614461,0.7667919318947779,0.03015088991839897
recovery_time,safeguard_none,0.46527777777777685,0.21690064552454696,0.03194330347720209,0.04015251254966479,0.8904030430058889,0.04105913871001487
recovery_time,safeguard_position_limit,0.44722222222222086,0.21690064552454694,0.039219548797545745,0.02209695699410885,0.8723474874503329,0.03946579899887992
peak_herding,Intercept,0.16596603657463355,0.011435072463534438,0.0,0.14355329454610605,0.18837877860316105,0.7111226050206776
peak_herding,participation,0.5479408657690663,0.01878940778916748,0.0,0.5111136265022981,0.5847681050358345,0.6563027734358381
peak_herding,similarity,0.0018910830370379716,0.012568459192439686,0.8803996563516137,-0.022743096980143814,0.026525263054219757,0.0029836288124047705
peak_herding,participation_x_similarity,0.042478994501648056,0.0268724961015765,0.1139326890305219,-0.010191097857441885,0.095149086860738,0.03932358928496662
peak_herding,amm,0.01576418766154855,0.009254877947352042,0.08850478526836625,-0.0023753731152614498,0.033903748438358555,0.03377669352594056
peak_herding,participation_x_amm,-0.1394061240238868,0.019787761391657718,1.8536283619141614e-12,-0.1781901363515359,-0.10062211169623768,-0.16274745392240403
peak_herding,shock_liquidity,0.056272395018422766,0.006773877047962967,0.0,0.042995596004415354,0.06954919403243018,0.1136749247774844
peak_herding,shock_volatility,7.578142541359023e-05,0.006773877047962959,0.9910740086253622,-0.01320101758859381,0.01335258043942099,0.0001530847910525253
