candidate_id,price_impact_multiplier,depth_multiplier,liquidity_withdrawal_strength,background_order_multiplier,reaction_time_heterogeneity,volatility_error,drawdown_error,correlation_error,autocorrelation_error,tail_error,weighted_loss
149,0.75,1.25,0.25,1.0,0.0,0.015936617420548346,0.4468924166131016,0.016471495538443313,0.05895620661662524,0.6422409793740996,0.2122627279168561
155,0.75,1.25,0.5,1.0,0.0,0.0159140009021687,0.44692051545046907,0.01647075413303474,0.059060770437099785,0.6422517519781363,0.2122757579739219
161,0.75,1.25,0.75,1.0,0.0,0.015891328877341276,0.4469486971238311,0.016470027069391296,0.05916532867137729,0.6422623450867903,0.21228878059004674
59,0.5,0.75,0.25,1.0,0.0,0.015692606178121286,0.4475174370579082,0.016471109975152564,0.060168213494610864,0.642568711392338,0.21253092745453422
65,0.5,0.75,0.5,1.0,0.0,0.01566645702645186,0.4475478150249198,0.01647038702365511,0.06028593611112133,0.6425790381131695,0.2125448564425716
71,0.5,0.75,0.75,1.0,0.0,0.01564023248086917,0.44757834858468615,0.016469680135781276,0.06040367467504559,0.6425891420603833,0.21255879202036576
114,0.75,0.75,0.25,1.0,0.35,0.01409099870515508,0.4471842394263227,0.01630747769957568,0.06586773093405923,0.6446240369615819,0.21269324376892257
120,0.75,0.75,0.5,1.0,0.35,0.014040472602417128,0.4472419497093859,0.01630344068699474,0.06605028728751668,0.6446703375478765,0.21271747731447915
126,0.75,0.75,0.75,1.0,0.35,0.013989701151390487,0.44730005976604426,0.016299435819889057,0.06623303925134987,0.6447161765929597,0.2127417370236392
111,0.75,0.75,0.25,0.75,0.0,0.015377106558464877,0.44828218585114604,0.01647318245528148,0.06169393153963001,0.6429528041615014,0.2128570977840527
131,0.75,1.0,0.25,1.0,0.0,0.015375227301205469,0.4482850662755176,0.016473144193067356,0.061702505664708605,0.6429545479897478,0.21285842227707608
117,0.75,0.75,0.5,0.75,0.0,0.015348117290094856,0.4483128505039378,0.01647254597714434,0.061820045050021144,0.6429603423594397,0.21287083827458475
137,0.75,1.0,0.5,1.0,0.0,0.01534434999635805,0.4483186186013201,0.01647247035105359,0.06183717781136584,0.6429637911128969,0.2128734815419404
123,0.75,0.75,0.75,0.75,0.0,0.015319032068152414,0.44835299744682444,0.016471926871246666,0.06194622312383062,0.6429676343618341,0.2128873799773089
143,0.75,1.0,0.75,1.0,0.0,0.01531336744865941,0.44836273394884535,0.016471814818310358,0.0619719012713998,0.6429727492584808,0.21289165843590155
113,0.75,0.75,0.25,1.0,0.0,0.014338786238327447,0.4509552389392189,0.016495940394621683,0.0664403920826404,0.6439491870299898,0.21392635354345127
119,0.75,0.75,0.5,1.0,0.0,0.014291519715880089,0.4510147599540944,0.016495581986552495,0.06662953346174244,0.6439515265277164,0.21394910629724878
125,0.75,0.75,0.75,1.0,0.0,0.01424401980247523,0.45107425962608383,0.016495248317382763,0.06681889845785423,0.6439533346540085,0.21397175680323052
0,1.0,1.0,1.0,1.0,0.0,0.01419627969790182,0.4511337614524723,0.016494938012300255,0.06700850334193156,0.6439546052843659,0.21399431081020204
